id,created,source,amount,type
438,31.05.2020 13:33,ObmennikUa,29.40,Sale
439,31.05.2020 13:33,ObmennikUa,29.80,Buy
440,31.05.2020 13:34,ObmennikUa,26.80,Buy
441,31.05.2020 13:34,ObmennikUa,26.90,Sale
442,31.05.2020 13:34,ObmennikUa,29.40,Sale
443,31.05.2020 13:34,ObmennikUa,29.80,Buy
444,31.05.2020 13:35,ObmennikUa,26.80,Buy
445,31.05.2020 13:35,ObmennikUa,26.90,Sale
446,31.05.2020 13:35,ObmennikUa,29.40,Sale
447,31.05.2020 13:35,ObmennikUa,29.80,Buy
448,31.05.2020 13:36,ObmennikUa,26.80,Buy
449,31.05.2020 13:36,ObmennikUa,26.90,Sale
450,31.05.2020 13:36,ObmennikUa,29.40,Sale
451,31.05.2020 13:36,ObmennikUa,29.80,Buy
452,31.05.2020 13:37,ObmennikUa,26.80,Buy
453,31.05.2020 13:37,ObmennikUa,26.90,Sale
454,31.05.2020 13:37,ObmennikUa,29.40,Sale
455,31.05.2020 13:37,ObmennikUa,29.80,Buy
456,31.05.2020 13:38,ObmennikUa,26.80,Buy
457,31.05.2020 13:38,ObmennikUa,26.90,Sale
458,31.05.2020 13:38,ObmennikUa,29.40,Sale
459,31.05.2020 13:38,ObmennikUa,29.80,Buy
460,31.05.2020 13:39,ObmennikUa,26.80,Buy
461,31.05.2020 13:39,ObmennikUa,26.90,Sale
462,31.05.2020 13:39,ObmennikUa,29.40,Sale
463,31.05.2020 13:39,ObmennikUa,29.80,Buy
464,31.05.2020 13:40,ObmennikUa,26.80,Buy
465,31.05.2020 13:40,ObmennikUa,26.90,Sale
466,31.05.2020 13:40,ObmennikUa,29.40,Sale
467,31.05.2020 13:40,ObmennikUa,29.80,Buy
468,31.05.2020 13:41,ObmennikUa,26.80,Buy
469,31.05.2020 13:41,ObmennikUa,26.90,Sale
470,31.05.2020 13:41,ObmennikUa,29.40,Sale
471,31.05.2020 13:41,ObmennikUa,29.80,Buy
472,31.05.2020 13:42,ObmennikUa,26.80,Buy
473,31.05.2020 13:42,ObmennikUa,26.90,Sale
474,31.05.2020 13:42,ObmennikUa,29.40,Sale
475,31.05.2020 13:42,ObmennikUa,29.80,Buy
476,31.05.2020 13:43,ObmennikUa,26.80,Buy
477,31.05.2020 13:43,ObmennikUa,26.90,Sale
478,31.05.2020 13:43,ObmennikUa,29.40,Sale
479,31.05.2020 13:43,ObmennikUa,29.80,Buy
480,31.05.2020 13:44,ObmennikUa,26.80,Buy
481,31.05.2020 13:44,ObmennikUa,26.90,Sale
482,31.05.2020 13:44,ObmennikUa,29.40,Sale
483,31.05.2020 13:44,ObmennikUa,29.80,Buy
484,31.05.2020 13:45,ObmennikUa,26.80,Buy
485,31.05.2020 13:45,ObmennikUa,26.90,Sale
486,31.05.2020 13:45,ObmennikUa,29.40,Sale
487,31.05.2020 13:45,ObmennikUa,29.80,Buy
488,31.05.2020 13:46,ObmennikUa,26.80,Buy
489,31.05.2020 13:46,ObmennikUa,26.90,Sale
490,31.05.2020 13:46,ObmennikUa,29.40,Sale
491,31.05.2020 13:46,ObmennikUa,29.80,Buy
492,31.05.2020 13:47,MonoBank,29.50,Buy
493,31.05.2020 13:47,MonoBank,29.99,Sale
494,31.05.2020 13:47,MonoBank,1.09,Buy
495,31.05.2020 13:47,MonoBank,1.11,Sale
496,31.05.2020 13:47,ObmennikUa,26.80,Buy
497,31.05.2020 13:47,ObmennikUa,26.90,Sale
498,31.05.2020 13:47,ObmennikUa,29.40,Sale
499,31.05.2020 13:47,ObmennikUa,29.80,Buy
500,31.05.2020 13:48,MonoBank,29.50,Buy
501,31.05.2020 13:48,MonoBank,29.99,Sale
502,31.05.2020 13:48,MonoBank,1.09,Buy
503,31.05.2020 13:48,MonoBank,1.11,Sale
504,31.05.2020 13:48,ObmennikUa,26.80,Buy
505,31.05.2020 13:48,ObmennikUa,26.90,Sale
506,31.05.2020 13:48,ObmennikUa,29.40,Sale
507,31.05.2020 13:48,ObmennikUa,29.80,Buy
508,31.05.2020 13:49,ObmennikUa,26.80,Buy
509,31.05.2020 13:49,ObmennikUa,26.90,Sale
510,31.05.2020 13:49,ObmennikUa,29.40,Sale
511,31.05.2020 13:49,ObmennikUa,29.80,Buy
512,31.05.2020 13:50,MonoBank,29.50,Buy
513,31.05.2020 13:50,MonoBank,29.99,Sale
514,31.05.2020 13:50,MonoBank,1.09,Buy
515,31.05.2020 13:50,MonoBank,1.11,Sale
516,31.05.2020 13:50,ObmennikUa,26.80,Buy
517,31.05.2020 13:50,ObmennikUa,26.90,Sale
518,31.05.2020 13:50,ObmennikUa,29.40,Sale
519,31.05.2020 13:50,ObmennikUa,29.80,Buy
520,31.05.2020 13:51,MonoBank,29.50,Buy
521,31.05.2020 13:51,MonoBank,29.99,Sale
522,31.05.2020 13:51,MonoBank,1.09,Buy
523,31.05.2020 13:51,MonoBank,1.11,Sale
524,31.05.2020 13:52,MonoBank,29.50,Buy
525,31.05.2020 13:52,MonoBank,29.99,Sale
526,31.05.2020 13:52,MonoBank,1.09,Buy
527,31.05.2020 13:52,MonoBank,1.11,Sale
528,31.05.2020 13:54,MonoBank,29.50,Buy
529,31.05.2020 13:54,MonoBank,29.99,Sale
530,31.05.2020 13:54,MonoBank,1.09,Buy
531,31.05.2020 13:54,MonoBank,1.11,Sale
532,31.05.2020 13:55,MonoBank,29.50,Buy
533,31.05.2020 13:55,MonoBank,29.99,Sale
534,31.05.2020 13:55,MonoBank,1.09,Buy
535,31.05.2020 13:55,MonoBank,1.11,Sale
536,31.05.2020 13:57,MonoBank,29.50,Buy
537,31.05.2020 13:57,MonoBank,29.99,Sale
538,31.05.2020 13:57,MonoBank,1.09,Buy
539,31.05.2020 13:57,MonoBank,1.11,Sale
540,31.05.2020 13:58,MonoBank,29.50,Buy
541,31.05.2020 13:58,MonoBank,29.99,Sale
542,31.05.2020 13:58,MonoBank,1.09,Buy
543,31.05.2020 13:58,MonoBank,1.11,Sale
544,31.05.2020 13:59,MonoBank,29.50,Buy
545,31.05.2020 13:59,MonoBank,29.99,Sale
546,31.05.2020 13:59,MonoBank,1.09,Buy
547,31.05.2020 13:59,MonoBank,1.11,Sale
548,31.05.2020 14:14,MonoBank,29.50,Buy
549,31.05.2020 14:14,MonoBank,29.99,Sale
550,31.05.2020 14:14,MonoBank,1.09,Buy
551,31.05.2020 14:14,MonoBank,1.11,Sale
552,31.05.2020 14:16,MonoBank,29.50,Buy
553,31.05.2020 14:16,MonoBank,29.99,Sale
554,31.05.2020 14:16,MonoBank,1.09,Buy
555,31.05.2020 14:16,MonoBank,1.11,Sale
556,31.05.2020 14:17,MonoBank,29.50,Buy
557,31.05.2020 14:17,MonoBank,29.99,Sale
558,31.05.2020 14:17,MonoBank,1.09,Buy
559,31.05.2020 14:17,MonoBank,1.11,Sale
560,31.05.2020 14:18,MonoBank,29.50,Buy
561,31.05.2020 14:18,MonoBank,29.99,Sale
562,31.05.2020 14:18,MonoBank,1.09,Buy
563,31.05.2020 14:18,MonoBank,1.11,Sale
564,31.05.2020 14:20,MonoBank,29.50,Buy
565,31.05.2020 14:20,MonoBank,29.99,Sale
566,31.05.2020 14:20,MonoBank,1.09,Buy
567,31.05.2020 14:20,MonoBank,1.11,Sale
568,31.05.2020 14:21,MonoBank,29.50,Buy
569,31.05.2020 14:21,MonoBank,29.99,Sale
570,31.05.2020 14:21,MonoBank,1.09,Buy
571,31.05.2020 14:21,MonoBank,1.11,Sale
572,31.05.2020 14:23,MonoBank,29.50,Buy
573,31.05.2020 14:23,MonoBank,29.99,Sale
574,31.05.2020 14:23,MonoBank,1.09,Buy
575,31.05.2020 14:23,MonoBank,1.11,Sale
576,31.05.2020 14:25,MonoBank,29.50,Buy
577,31.05.2020 14:25,MonoBank,29.99,Sale
578,31.05.2020 14:25,MonoBank,1.09,Buy
579,31.05.2020 14:25,MonoBank,1.11,Sale
580,31.05.2020 14:26,MonoBank,0.33,Buy
581,31.05.2020 14:26,MonoBank,0.38,Sale
582,31.05.2020 14:26,MonoBank,1.09,Buy
583,31.05.2020 14:26,MonoBank,1.11,Sale
584,31.05.2020 14:28,MonoBank,0.33,Buy
585,31.05.2020 14:28,MonoBank,0.38,Sale
586,31.05.2020 14:28,MonoBank,1.09,Buy
587,31.05.2020 14:28,MonoBank,1.11,Sale
588,31.05.2020 14:29,MonoBank,0.33,Buy
589,31.05.2020 14:29,MonoBank,0.38,Sale
590,31.05.2020 14:29,MonoBank,1.09,Buy
591,31.05.2020 14:29,MonoBank,1.11,Sale
592,31.05.2020 14:30,MonoBank,0.33,Buy
593,31.05.2020 14:30,MonoBank,0.38,Sale
594,31.05.2020 14:30,MonoBank,1.09,Buy
595,31.05.2020 14:30,MonoBank,1.11,Sale
596,31.05.2020 14:32,MonoBank,0.33,Buy
597,31.05.2020 14:32,MonoBank,0.38,Sale
598,31.05.2020 14:32,MonoBank,1.09,Buy
599,31.05.2020 14:32,MonoBank,1.11,Sale
600,31.05.2020 14:34,MonoBank,0.33,Buy
601,31.05.2020 14:34,MonoBank,0.38,Sale
602,31.05.2020 14:34,MonoBank,1.09,Buy
603,31.05.2020 14:34,MonoBank,1.11,Sale
604,31.05.2020 14:35,MonoBank,0.33,Buy
605,31.05.2020 14:35,MonoBank,0.38,Sale
606,31.05.2020 14:35,MonoBank,1.09,Buy
607,31.05.2020 14:35,MonoBank,1.11,Sale
608,31.05.2020 14:36,MonoBank,0.33,Buy
609,31.05.2020 14:36,MonoBank,0.38,Sale
610,31.05.2020 14:36,MonoBank,1.09,Buy
611,31.05.2020 14:36,MonoBank,1.11,Sale
612,31.05.2020 14:37,MonoBank,0.33,Buy
613,31.05.2020 14:37,MonoBank,0.38,Sale
614,31.05.2020 14:37,MonoBank,1.09,Buy
615,31.05.2020 14:37,MonoBank,1.11,Sale
616,31.05.2020 14:38,MonoBank,0.33,Buy
617,31.05.2020 14:38,MonoBank,0.38,Sale
618,31.05.2020 14:38,MonoBank,1.09,Buy
619,31.05.2020 14:38,MonoBank,1.11,Sale
620,31.05.2020 14:39,MonoBank,0.33,Buy
621,31.05.2020 14:39,MonoBank,0.38,Sale
622,31.05.2020 14:39,MonoBank,1.09,Buy
623,31.05.2020 14:39,MonoBank,1.11,Sale
624,31.05.2020 14:41,MonoBank,0.33,Buy
625,31.05.2020 14:41,MonoBank,0.38,Sale
626,31.05.2020 14:41,MonoBank,1.09,Buy
627,31.05.2020 14:41,MonoBank,1.11,Sale
628,31.05.2020 14:43,MonoBank,0.33,Buy
629,31.05.2020 14:43,MonoBank,0.38,Sale
630,31.05.2020 14:43,MonoBank,1.09,Buy
631,31.05.2020 14:43,MonoBank,1.11,Sale
632,31.05.2020 14:45,MonoBank,0.33,Buy
633,31.05.2020 14:45,MonoBank,0.38,Sale
634,31.05.2020 14:45,MonoBank,1.09,Buy
635,31.05.2020 14:45,MonoBank,1.11,Sale
636,31.05.2020 14:46,MonoBank,0.33,Buy
637,31.05.2020 14:46,MonoBank,0.38,Sale
638,31.05.2020 14:46,MonoBank,1.09,Buy
639,31.05.2020 14:46,MonoBank,1.11,Sale
640,31.05.2020 14:47,MonoBank,0.33,Buy
641,31.05.2020 14:47,MonoBank,0.38,Sale
642,31.05.2020 14:47,MonoBank,1.09,Buy
643,31.05.2020 14:47,MonoBank,1.11,Sale
644,31.05.2020 14:49,MonoBank,0.33,Buy
645,31.05.2020 14:49,MonoBank,0.38,Sale
646,31.05.2020 14:49,MonoBank,1.09,Buy
647,31.05.2020 14:49,MonoBank,1.11,Sale
648,31.05.2020 14:51,MonoBank,0.33,Buy
649,31.05.2020 14:51,MonoBank,0.38,Sale
650,31.05.2020 14:51,MonoBank,1.09,Buy
651,31.05.2020 14:51,MonoBank,1.11,Sale
652,31.05.2020 17:47,MonoBank,0.33,Buy
653,31.05.2020 17:47,MonoBank,0.38,Sale
654,31.05.2020 17:47,MonoBank,1.09,Buy
655,31.05.2020 17:47,MonoBank,1.11,Sale
656,31.05.2020 17:48,MonoBank,0.33,Buy
657,31.05.2020 17:48,MonoBank,0.38,Sale
658,31.05.2020 17:48,MonoBank,1.09,Buy
659,31.05.2020 17:48,MonoBank,1.11,Sale
660,31.05.2020 17:50,MonoBank,0.33,Buy
661,31.05.2020 17:50,MonoBank,0.38,Sale
662,31.05.2020 17:50,MonoBank,1.09,Buy
663,31.05.2020 17:50,MonoBank,1.11,Sale
664,31.05.2020 17:51,MonoBank,0.33,Buy
665,31.05.2020 17:51,MonoBank,0.38,Sale
666,31.05.2020 17:51,MonoBank,1.09,Buy
667,31.05.2020 17:51,MonoBank,1.11,Sale
668,31.05.2020 17:52,MonoBank,0.33,Buy
669,31.05.2020 17:52,MonoBank,0.38,Sale
670,31.05.2020 17:52,MonoBank,1.09,Buy
671,31.05.2020 17:52,MonoBank,1.11,Sale
672,31.05.2020 17:54,MonoBank,0.33,Buy
673,31.05.2020 17:54,MonoBank,0.38,Sale
674,31.05.2020 17:54,MonoBank,1.09,Buy
675,31.05.2020 17:54,MonoBank,1.11,Sale
676,31.05.2020 17:55,MonoBank,0.33,Buy
677,31.05.2020 17:55,MonoBank,0.38,Sale
678,31.05.2020 17:55,MonoBank,1.09,Buy
679,31.05.2020 17:55,MonoBank,1.11,Sale
680,31.05.2020 17:56,MonoBank,0.33,Buy
681,31.05.2020 17:56,MonoBank,0.38,Sale
682,31.05.2020 17:56,MonoBank,1.09,Buy
683,31.05.2020 17:56,MonoBank,1.11,Sale
684,31.05.2020 17:58,MonoBank,0.33,Buy
685,31.05.2020 17:58,MonoBank,0.38,Sale
686,31.05.2020 17:58,MonoBank,1.09,Buy
687,31.05.2020 17:58,MonoBank,1.11,Sale
688,31.05.2020 17:59,MonoBank,0.33,Buy
689,31.05.2020 17:59,MonoBank,0.38,Sale
690,31.05.2020 17:59,MonoBank,1.09,Buy
691,31.05.2020 17:59,MonoBank,1.11,Sale
692,31.05.2020 18:45,Alfabank,26.80,Buy
693,31.05.2020 18:45,Alfabank,26.96,Sale
694,31.05.2020 18:45,Alfabank,29.55,Buy
695,31.05.2020 18:45,Alfabank,26.96,Sale
696,31.05.2020 18:45,Alfabank,26.80,Buy
697,31.05.2020 18:45,Alfabank,26.80,Buy
698,31.05.2020 18:45,Alfabank,26.96,Sale
699,31.05.2020 18:45,Alfabank,26.96,Sale
700,31.05.2020 18:45,Alfabank,29.55,Buy
701,31.05.2020 18:45,Alfabank,29.55,Buy
702,31.05.2020 18:45,Alfabank,26.96,Sale
703,31.05.2020 18:45,Alfabank,26.96,Sale
704,31.05.2020 18:45,Alfabank,26.80,Buy
705,31.05.2020 18:45,Alfabank,26.96,Sale
706,31.05.2020 18:45,Alfabank,29.55,Buy
707,31.05.2020 18:45,Alfabank,26.96,Sale
708,31.05.2020 18:46,Alfabank,26.80,Buy
709,31.05.2020 18:46,Alfabank,26.96,Sale
710,31.05.2020 18:46,Alfabank,26.80,Buy
711,31.05.2020 18:46,Alfabank,29.55,Buy
712,31.05.2020 18:46,Alfabank,26.96,Sale
713,31.05.2020 18:46,Alfabank,26.96,Sale
714,31.05.2020 18:46,Alfabank,29.55,Buy
715,31.05.2020 18:46,Alfabank,26.96,Sale
716,31.05.2020 18:46,Alfabank,26.80,Buy
717,31.05.2020 18:46,Alfabank,26.96,Sale
718,31.05.2020 18:46,Alfabank,29.55,Buy
719,31.05.2020 18:46,Alfabank,26.96,Sale
720,31.05.2020 18:46,Alfabank,26.80,Buy
721,31.05.2020 18:46,Alfabank,26.96,Sale
722,31.05.2020 18:46,Alfabank,29.55,Buy
723,31.05.2020 18:46,Alfabank,26.96,Sale
724,31.05.2020 18:46,Alfabank,26.80,Buy
725,31.05.2020 18:46,Alfabank,26.96,Sale
726,31.05.2020 18:46,Alfabank,29.55,Buy
727,31.05.2020 18:46,Alfabank,26.96,Sale
728,31.05.2020 18:46,Alfabank,26.80,Buy
729,31.05.2020 18:46,Alfabank,26.80,Buy
730,31.05.2020 18:46,Alfabank,26.96,Sale
731,31.05.2020 18:46,Alfabank,29.55,Buy
732,31.05.2020 18:46,Alfabank,26.96,Sale
733,31.05.2020 18:46,Alfabank,26.96,Sale
734,31.05.2020 18:46,Alfabank,29.55,Buy
735,31.05.2020 18:46,Alfabank,26.96,Sale
736,31.05.2020 18:46,Alfabank,26.80,Buy
737,31.05.2020 18:46,Alfabank,26.80,Buy
738,31.05.2020 18:46,Alfabank,26.96,Sale
739,31.05.2020 18:46,Alfabank,26.96,Sale
740,31.05.2020 18:46,Alfabank,29.55,Buy
741,31.05.2020 18:46,Alfabank,29.55,Buy
742,31.05.2020 18:46,Alfabank,26.96,Sale
743,31.05.2020 18:46,Alfabank,26.96,Sale
744,31.05.2020 18:46,Alfabank,26.80,Buy
745,31.05.2020 18:46,Alfabank,26.96,Sale
746,31.05.2020 18:46,Alfabank,26.80,Buy
747,31.05.2020 18:46,Alfabank,26.96,Sale
748,31.05.2020 18:46,Alfabank,29.55,Buy
749,31.05.2020 18:46,Alfabank,29.55,Buy
750,31.05.2020 18:46,Alfabank,26.96,Sale
751,31.05.2020 18:46,Alfabank,26.96,Sale
752,31.05.2020 18:46,Alfabank,26.80,Buy
753,31.05.2020 18:46,Alfabank,26.96,Sale
754,31.05.2020 18:46,Alfabank,29.55,Buy
755,31.05.2020 18:46,Alfabank,26.96,Sale
756,31.05.2020 18:47,Alfabank,26.80,Buy
757,31.05.2020 18:47,Alfabank,26.96,Sale
758,31.05.2020 18:47,Alfabank,29.55,Buy
759,31.05.2020 18:47,Alfabank,26.96,Sale
760,31.05.2020 19:20,MonoBank,26.82,Buy
761,31.05.2020 19:20,MonoBank,26.95,Sale
762,31.05.2020 19:20,MonoBank,29.56,Buy
763,31.05.2020 19:20,MonoBank,29.79,Sale
764,31.05.2020 19:20,MonoBank,3.62,Buy
765,31.05.2020 19:20,MonoBank,3.85,Sale
766,31.05.2020 19:22,Taskombank,26.82,Buy
767,31.05.2020 19:22,Taskombank,26.95,Sale
768,31.05.2020 19:22,Taskombank,29.56,Buy
769,31.05.2020 19:22,Taskombank,29.79,Sale
770,31.05.2020 19:22,Taskombank,3.62,Buy
771,31.05.2020 19:22,Taskombank,3.85,Sale
772,01.06.2020 10:10,Vkurse,26.70,Buy
773,01.06.2020 10:10,Vkurse,26.90,Sale
774,01.06.2020 10:10,Vkurse,29.50,Buy
775,01.06.2020 10:10,Vkurse,29.70,Sale
776,01.06.2020 10:10,Vkurse,0.37,Buy
777,01.06.2020 10:10,Vkurse,0.37,Sale
778,01.06.2020 10:13,ObmennikUa,26.75,Buy
779,01.06.2020 10:13,ObmennikUa,26.85,Sale
780,01.06.2020 10:13,ObmennikUa,29.45,Sale
781,01.06.2020 10:13,ObmennikUa,29.70,Buy
782,01.06.2020 10:14,ObmennikUa,26.75,Buy
783,01.06.2020 10:14,ObmennikUa,26.85,Sale
784,01.06.2020 10:14,ObmennikUa,29.45,Sale
785,01.06.2020 10:14,ObmennikUa,29.70,Buy
786,01.06.2020 10:15,ObmennikUa,26.75,Buy
787,01.06.2020 10:15,ObmennikUa,26.85,Sale
788,01.06.2020 10:15,ObmennikUa,29.45,Sale
789,01.06.2020 10:15,ObmennikUa,29.70,Buy
790,01.06.2020 10:16,ObmennikUa,26.75,Buy
791,01.06.2020 10:16,ObmennikUa,26.85,Sale
792,01.06.2020 10:16,ObmennikUa,29.45,Sale
793,01.06.2020 10:16,ObmennikUa,29.70,Buy
794,01.06.2020 10:19,ObmennikUa,26.75,Buy
795,01.06.2020 10:19,ObmennikUa,26.85,Sale
796,01.06.2020 10:19,ObmennikUa,29.45,Sale
797,01.06.2020 10:19,ObmennikUa,29.70,Buy
798,01.06.2020 10:20,ObmennikUa,26.75,Buy
799,01.06.2020 10:20,ObmennikUa,26.85,Sale
800,01.06.2020 10:20,ObmennikUa,29.45,Sale
801,01.06.2020 10:20,ObmennikUa,29.70,Buy
802,01.06.2020 10:21,ObmennikUa,26.75,Buy
803,01.06.2020 10:21,ObmennikUa,26.85,Sale
804,01.06.2020 10:21,ObmennikUa,29.45,Sale
805,01.06.2020 10:21,ObmennikUa,29.70,Buy
806,01.06.2020 10:22,ObmennikUa,26.75,Buy
807,01.06.2020 10:22,ObmennikUa,26.85,Sale
808,01.06.2020 10:22,ObmennikUa,29.45,Sale
809,01.06.2020 10:22,ObmennikUa,29.70,Buy
810,01.06.2020 10:23,ObmennikUa,26.75,Buy
811,01.06.2020 10:23,ObmennikUa,26.85,Sale
812,01.06.2020 10:23,ObmennikUa,29.45,Sale
813,01.06.2020 10:23,ObmennikUa,29.70,Buy
814,01.06.2020 10:39,ObmennikUa,26.75,Buy
815,01.06.2020 10:39,ObmennikUa,26.85,Sale
816,01.06.2020 10:39,ObmennikUa,29.45,Sale
817,01.06.2020 10:39,ObmennikUa,29.70,Buy
818,01.06.2020 10:39,ObmennikUa,26.75,Buy
819,01.06.2020 10:39,ObmennikUa,26.85,Sale
820,01.06.2020 10:39,ObmennikUa,29.45,Sale
821,01.06.2020 10:39,ObmennikUa,29.70,Buy
822,01.06.2020 10:40,ObmennikUa,26.75,Buy
823,01.06.2020 10:40,ObmennikUa,26.85,Sale
824,01.06.2020 10:40,ObmennikUa,29.45,Sale
825,01.06.2020 10:40,ObmennikUa,29.70,Buy
826,01.06.2020 10:40,ObmennikUa,26.75,Buy
827,01.06.2020 10:40,ObmennikUa,26.85,Sale
828,01.06.2020 10:40,ObmennikUa,29.45,Sale
829,01.06.2020 10:40,ObmennikUa,29.70,Buy
830,01.06.2020 10:40,ObmennikUa,26.75,Buy
831,01.06.2020 10:40,ObmennikUa,26.85,Sale
832,01.06.2020 10:40,ObmennikUa,29.45,Sale
833,01.06.2020 10:40,ObmennikUa,29.70,Buy
834,01.06.2020 10:40,ObmennikUa,26.75,Buy
835,01.06.2020 10:40,ObmennikUa,26.85,Sale
836,01.06.2020 10:40,ObmennikUa,29.45,Sale
837,01.06.2020 10:40,ObmennikUa,29.70,Buy
838,01.06.2020 10:40,ObmennikUa,26.75,Buy
839,01.06.2020 10:40,ObmennikUa,26.85,Sale
840,01.06.2020 10:40,ObmennikUa,29.45,Sale
841,01.06.2020 10:40,ObmennikUa,29.70,Buy
842,01.06.2020 10:40,ObmennikUa,26.75,Buy
843,01.06.2020 10:40,ObmennikUa,26.85,Sale
844,01.06.2020 10:40,ObmennikUa,29.45,Sale
845,01.06.2020 10:40,ObmennikUa,29.70,Buy
846,01.06.2020 10:40,ObmennikUa,26.75,Buy
847,01.06.2020 10:40,ObmennikUa,26.85,Sale
848,01.06.2020 10:40,ObmennikUa,29.45,Sale
849,01.06.2020 10:40,ObmennikUa,29.70,Buy
850,01.06.2020 10:41,ObmennikUa,26.75,Buy
851,01.06.2020 10:41,ObmennikUa,26.85,Sale
852,01.06.2020 10:41,ObmennikUa,29.45,Sale
853,01.06.2020 10:41,ObmennikUa,29.70,Buy
854,01.06.2020 10:42,ObmennikUa,26.75,Buy
855,01.06.2020 10:42,ObmennikUa,26.85,Sale
856,01.06.2020 10:42,ObmennikUa,29.45,Sale
857,01.06.2020 10:42,ObmennikUa,29.70,Buy
858,01.06.2020 10:43,ObmennikUa,26.75,Buy
859,01.06.2020 10:43,ObmennikUa,26.85,Sale
860,01.06.2020 10:43,ObmennikUa,29.45,Sale
861,01.06.2020 10:43,ObmennikUa,29.70,Buy
862,01.06.2020 10:44,ObmennikUa,26.75,Buy
863,01.06.2020 10:44,ObmennikUa,26.85,Sale
864,01.06.2020 10:44,ObmennikUa,29.45,Sale
865,01.06.2020 10:44,ObmennikUa,29.70,Buy
866,01.06.2020 10:45,ObmennikUa,26.75,Buy
867,01.06.2020 10:45,ObmennikUa,26.85,Sale
868,01.06.2020 10:45,ObmennikUa,29.45,Sale
869,01.06.2020 10:45,ObmennikUa,29.70,Buy
870,01.06.2020 10:46,ObmennikUa,26.75,Buy
871,01.06.2020 10:46,ObmennikUa,26.85,Sale
872,01.06.2020 10:46,ObmennikUa,29.45,Sale
873,01.06.2020 10:46,ObmennikUa,29.70,Buy
874,01.06.2020 10:47,ObmennikUa,26.75,Buy
875,01.06.2020 10:47,ObmennikUa,26.85,Sale
876,01.06.2020 10:47,ObmennikUa,29.45,Sale
877,01.06.2020 10:47,ObmennikUa,29.70,Buy
878,01.06.2020 10:48,ObmennikUa,26.75,Buy
879,01.06.2020 10:48,ObmennikUa,26.85,Sale
880,01.06.2020 10:48,ObmennikUa,29.45,Sale
